sentence_id,company,year,report_type,sentence_text,source,label,confidence,llm_label,llm_gw_risk,llm_top_features,kee_label,kee_confidence,kee_notes,flagged_for_qa
S0218,jsw,2024,BRSR,"product offerings, the VTD and DSR projects will The project is expected to be commissioned in allow JSWSUO access to the growing markets of HRc to support APi applications, off shore wind plate, and others as well as positioning JSWSUO as (III) Joint Venture Companies a player in USA's renewable energy supply chain / Strategic acquisitions and joint ventures 1) JSW JFE Electrical Steel Private Limited (Formerly The project is expected to be commissioned in known as JSW Electrical Steel Private Limited)",model,V,0.6304,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0219,jsw,2024,BRSR,"Key sustainability focus areas: • climate change The policy also enumerates that efforts will be made to maintain a dividend payout (including dividend distribution tax and dividend on preference shares, if any) in the range of 15% to 20% of the consolidated net profit of the company, • Water resources in any financial year, subject to compliance of covenants • Waste with lenders/bondholders.",model,V,0.5259,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0220,jsw,2024,BRSR,Wastewater 3) Energy • Air emissions The company has been steadily shifting towards cleaner • Biodiversity energy sources to optimise its business processes and • Local considerations minimise energy consumption.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0221,jsw,2024,BRSR,The company has set a • Human rights target to transition from thermal to renewable energy usage for which it has planned installation of 10 GW • indigenous people renewable energy capacities by 2030.,model,S,0.5096,S,0.133,vague_adj_ratio=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.10[NONE],,,,Y
S0222,jsw,2024,BRSR,"At present, JSW • cultural heritage Steel has achieved the operationalisation of a 225 • Business ethics MW captive solar power plant that provides renewable • Employee wellbeing energy for consumption in steelmaking.",model,V,0.6304,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0223,jsw,2024,BRSR,Supply chain sustainability The company had entered into Power Purchase • Sustainable mining Agreement for procurement of 958 MW of renewable • Social sustainability power (733 MW Wind and 225 MW Solar) earlier.,model,V,0.5403,S,0.393,target_year=0.00[NONE]; specific_tech=1.00[mw solar|mw wind]; verb_strength=0.10[NONE],,,,Y
S0224,jsw,2024,BRSR,Tackling Climate Change capacity of 225 MW was commissioned at Vijayanagar in Q1 of FY 2022-23 and the balance capacity of 733 JSW Steel recognises its role as an industry leader and its MW wind power will be progressively commissioned by responsibility towards creating a cleaner and sustainable end of Q2 of FY 2024-25 across various plant locations.,model,V,0.5538,S,0.089,quantifier_count=1.00[mw|fy 2022|fy 2024]; target_year=0.00[NONE]; specific_tech=1.00[esp|vijayanagar|jsw steel],,,,N
S0225,jsw,2024,BRSR,"To this end, the company has Subsequently, the company contracted for 79 MW developed a comprehensive climate action plan and (Solar and Wind) capacities at its Vijayanagar and Anjar has published its first “climate Action Report” publicly locations, which will be commissioned by Q2 of FY 2025- available at https://www.jswsteel.in/sites/default/files/ assets/industry/steel/iR/cSR/Sustainability%20Reports/ JSW-climate-Action-Report-2024-23052024.pdf.",model,V,0.5854,S,0.196,target_year=0.00[NONE]; vague_adj_ratio=0.10[comprehensive]; verb_strength=0.85[commissioned],,,,N
S0226,jsw,2024,BRSR,The The Board of Directors has now approved entering company is taking a number of steps in its journey into contract for procuring a hybrid renewable energy towards decarbonisation: generation capacity of 600 MW (200 MW Solar and 400 MW Wind) along with 320 MWh battery storage at •,model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[mw solar|mw wind],,,,Y
S0227,jsw,2024,BRSR,"The company has set a target to reduce its cO emission intensity by 42% by 2030 (from 2005 base the above renewable capacities are being set up under year), and become Net Neutral in carbon emissions the group captive norms prescribed under the Electricity for all operations under its direct control by 2050 •",model,S,0.5312,S,0.0,vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[42%|by 2030|by 2050]; specific_tech=0.00[NONE],,,,Y
S0228,jsw,2024,BRSR,"The company has earmarked USD 1.25 billion dollars in addition to this, the company is continuously towards initiatives to reduce our cO emissions to achieve its 2030 target practices to conserve energy and optimise input costs.",model,V,0.5122,S,0.267,vague_adj_ratio=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.10[NONE],,,,Y
S0229,jsw,2024,BRSR,"This recognition of Karnataka -, propelling the company forward in reflects the company’s leadership and steadfast the production of low-carbon-emission steel commitment to sustainable practices, exemplified by its active involvement in developing the GreenPro Standard •",model,V,0.6056,V,0.609,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0230,jsw,2024,BRSR,"‘Sustainable Energy Environment and Decarbonisation’ ('SEED') at its operations to bring The GreenPro ecolabel is a Type-1 ecolabel, and in changes at the grass root level to remain both represents the pinnacle of environmental sustainability and product performance in the indian manufacturing operational and cO emission efficient •",model,V,0.5841,S,0.486,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0231,jsw,2024,BRSR,The company is also exploring for setting up a the company's automotive steel products empowers dedicated factory to cater the low carbon emission automotive manufacturers to prioritise sustainability in their supply chains.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0232,jsw,2024,BRSR,"To stay up-to-date with rapid developments related to in addition, the company has obtained Environmental climate change, JSW Steel has constituted a climate Product Declarations ('EPDs') for all its finished products Action Group ('cAG').",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0233,jsw,2024,BRSR,EPDs enable the company to to formulate and drive the climate change mitigation transparently communicate environmental information strategy and actions towards a low-carbon future.,model,V,0.5938,S,0.541,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0234,jsw,2024,BRSR,5) Water Management 8) Biodiversity The company has set a target of achieving specific JSW Steel pursues the biodiversity conservation for the water consumption (in steel production) of 2.21 m3/ protection and management of biodiversity to obtain tcs by 2030.,model,S,0.5247,S,0.133,vague_adj_ratio=0.00[NONE]; verb_strength=0.10[NONE]; quantifier_count=0.67[m3|by 2030],,,,Y
S0235,jsw,2024,BRSR,The company continuously implements process enhancements to is conducting specific biodiversity assessments achieve better water conservation.,manual,V,1.00,V,0.585,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],V,2,QA conflict resolution,N
S0236,jsw,2024,BRSR,"has been recognised for leadership in corporate At Vijayanagar, a biodiversity initiative to develop a green transparency and performance in water security by belt at Sasan Vana Biodiversity Park spanning 240 acres global environmental non-profit cDP, securing a place of land has been initiated.",manual,S,1.00,S,0.486,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[vijayanagar|cdp],S,2,QA conflict resolution,N
S0237,jsw,2024,BRSR,"This recognition flora and fauna, promoting environmental sustainability underscores the company’s unwavering commitment to and preserving the region’s biodiversity.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0238,jsw,2024,BRSR,"At Salem, Mahavanam is an effort to grow ‘Mini Urban 6) Circular Economy Forests’ in the Mecheri Union to reduce the average The company has prioritised waste minimisation and temperature by 2°c.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0239,jsw,2024,BRSR,"The purpose of these mini forests is embraced circular economy models into its business to increase green cover and offer a plethora of benefits operations and has achieved more than 99% of utilisation such as lowering the temperature, reducing air and noise of all wastes generated during FY24.",model,V,0.6241,S,0.35,target_year=0.00[NONE]; specific_tech=0.00[NONE]; vague_adj_ratio=0.14[green],,,,N
S0240,jsw,2024,BRSR,"To push towards a pollution, and absorbing up to 30 times more carbon.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0241,jsw,2024,BRSR,interventions aim to leverage the long-standing trust and engagement with the communities to enable a self- 7) Air Emissions sustaining ecosystem of well-being.,model,V,0.6013,S,0.56,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0242,jsw,2024,BRSR,"helping communities access basic sanitation and JSW Steel has adopted several policies and measures promoting hygiene, contributing towards water and to prevent, manage, and mitigate air emissions.",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0243,jsw,2024,BRSR,point-source (such as stack emissions) and non-point source (such as fugitive emissions) pollution.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0244,jsw,2024,BRSR,deployed advanced emission reduction technologies to The cSR spend done by the company has increased ensure compliance with environmental regulations.,model,V,0.6275,S,0.572,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0245,jsw,2024,BRSR,The Maximised Emission after set off was `298 crore.,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0246,jsw,2024,BRSR,"Won cii iTc Sustainability Award under the category of significant achievement in Environment • Recognised as one of 100 best companies for Management, highlighting key achievements in Women in india by Avtar environment management • certified as Great Place to Work and recognised • Won cAP 2.0 Award: climate Action Programme as india’s Best Workplaces in Health and Wellness Award under Oriented’ category in Energy, Mining 2023 & Heavy Manufacturing ('EMHM') sector by cii (confederation of indian industry and cii- iTc centre • Only steel company globally to secure ""A"" rating in of Excellence for sustainable development •",model,V,0.6522,S,0.531,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0247,jsw,2024,BRSR,Received the “Best innovative technology for recycling award” organised by cii – SR industrial • Global Energy Transition changemakers Award at water waste management competition in August cOP28 in Dubai for SEED Project •,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0248,jsw,2024,BRSR,Exceed OHS Other awards received by respective Plants award & conference 2022 in the Steel category Vijayanagar • Recognised with “Platinum award” for EcO innovative • Won the prestigious Gold award in the Waste product by Grow care india Management category at the 14th Exceed Green • Recognised with “Gold award” for Excellence in Future Award & conference 2023 Energy Efficiency by Grow care india • Declared as a Gold Award winner in the international • Recognised with “Gold award” for Excellence in Research institute for Manufacturing (iRiM)’s india Water Management by Grow care india Green Manufacturing challenge (iGMc) Awards 2023 • 16 teams participated and won 16 Gold (First category) awards in chapter convention on Quality •,model,V,0.5448,S,0.432,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[esp|vijayanagar],,,,Y
S0249,jsw,2024,BRSR,"• carbon Disclosure Project ('cDP') Pursuant to the recommendation of the Nomination • Principles under United Nations Global compact and Remuneration committee, the Board of Directors of the company (Board) at its meeting held on January • National Guidelines on Responsible Business 25, 2024, had subject to the approval of the members conduct ('NGRBc') at the ensuing AGM of the company, approved the The necessary disclosures under these guidelines, re-appointment of Mr. Jayant Acharya as a Whole-time together with the articulation of company’s approach to Director of the company, designated as Jt.",model,V,0.5475,S,0.447,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[esp|carbon disclosure project|cdp],,,,Y
S0250,jsw,2025,BRSR,"and emissions influencing steel makers to pursue industry among the top in global emissions, management decarbonisation actively.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0251,jsw,2025,BRSR,"With India’s a transition towards a carbon-neutral nationally determined contributions scenario requires set targets and strong (NDCs), it has become crucial to actions.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0252,jsw,2025,BRSR,"We have developed clear targets for proactively work on achieving the set decarbonisation, have a dedicated climate targets in the climate change arena.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0253,jsw,2025,BRSR,"Our energy policy predominantly straddles efficient energy use, implementation of innovative projects to reduce energy demand and proactively embracing renewable energy (RE).",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0254,jsw,2025,BRSR,"product and is crucial for decarbonisation of steel with product upgradation leading to process process sector, and we also believe that this will efficiency.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0255,jsw,2025,BRSR,"Hazardous and non-hazardous economy several spills over effects, including waste is formed in the steelmaking process organic decay of matter that contributes are managed using an integrated strategy to GHG emissions and non-decay of for efficient waste management, which single use plastics that clog the natural considers environmental impact, social ecosystem.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0256,jsw,2025,BRSR,We follow a widely accepted ‘waste management hierarchy which follows a 'prevent reuse- recycle-dispose' value chain.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0257,jsw,2025,BRSR,"A have achieved cost savings, mitigated water significant need for the industry to acquisition risks and achieved overall better consciously manage its effluents and environmental performance and compliance.",model,V,0.6888,V,0.76,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0258,jsw,2025,BRSR,restrict discharge into natural water Our onsite Sewage Treatment Plants (STPs) bodies.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0259,jsw,2025,BRSR,"CII, National Action Plan on Climate Change, National Environmental Policy, UN Sustainable Development Goals, Global Reporting Initiative, Carbon Disclosure Project (CDP), Dow Jones Sustainability Index (DJSI) and Task Force on Climate- related Financial Disclosures (TCFD) and TNFD.",model,V,0.5539,S,0.483,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[tcfd|carbon disclosure project|cdp],,,,N
S0260,jsw,2025,BRSR,"change, energy, water, waste, air emissions, biodiversity, safety, diversity, etc.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0261,jsw,2025,BRSR,"The topics covered include the Committee Meetings which have discussions 100.00 directors topics on all principles of BRSR including climate change, biodiversity, water, Sustainability Key Performance Indicators, Global trends on sustainability and best Practices in industry, external ratings and disclosures, Stakeholder engagement and Materiality, climate change Risks and Opportunities etc.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0262,jsw,2025,BRSR,"Principle (In INR) judicial institutions (Yes/No) Penalty/Fine 1 Principle 6 Chhattisgarh 360,000 Emission of smoke from duct canopy from the shed of No Environment SMS Unit and high emission from the chimney of the Conservation Board, sinter plant was observed by Regional officer and Chief Raipur (CG) Chemist of C.E.C.B. Penalty/Fine 2 Principle 6 Chhattisgarh 570,000 Penalty letters received from Chhattisgarh No Environment Environment Conservation Board (CECB) RO for Conservation Board Improper tarpaulin covering of Coal transporting truck.",model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0263,jsw,2025,BRSR,"A ction taken by JSW – M/s. Monnet Ispat & Energy Ltd. was taken over by JSW Steel Ltd. under the IBC Framework and hence filed an Application before the Sp. Judge, CBI seeking discharge under Section 32A, whereby liability of a corporate debtor for an offence committed prior to the CIRP shall cease and the corporate debtor shall not be prosecuted for such offence from the approval of the resolution plan.",model,V,0.5834,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0264,jsw,2025,BRSR,"3. Describe the processes in place to safely reclaim your products for reusing, recycling, and disposing at the end of life, for (a) Plastics (including packaging) (b) E-waste (c) Hazardous waste and (d) other waste.",model,V,0.5732,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0265,jsw,2025,BRSR,"JSW Steel also safely recycles plastic, e-waste, and hazardous waste by working with authorized recyclers and filing returns with relevant statutory bodies.",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0266,jsw,2025,BRSR,"If yes, whether the waste collection plan is in line with the EPR plan submitted to Pollution Control Boards?",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0267,jsw,2025,BRSR,"Of the products and packaging reclaimed at end of life of products, amount (in metric tonnes) reused, recycled, and safely disposed, as per the following format: Waste Details Current Financial Year Previous Financial Year REUSED Recycled Safely disposed REUSED Recycled Safely disposed Plastics (including packaging)",model,V,0.5980,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0268,jsw,2025,BRSR,"Overall, the Company has aligned its CSR programmes to the key areas of health and nutrition, education and learning, agri-initiatives, livelihood, sanitation, water conservation and augmentation, biodiversity promotion, skill enhancement and art, culture and sports.",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0269,jsw,2025,BRSR,Provide the following details related to water discharged (in kilolitres): Current Financial Year Previous Financial Year Water discharge by destination and level of treatment (in kilolitres) (i) To Surface water No treatment 0.00 Kl 0.00 Kl With treatment – please specify level of treatment 0.00,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0270,jsw,2025,BRSR,No treatment 0.00 Kl 0.00 Kl With treatment – please specify level of treatment 0.00 Kl 0.00 Kl Total water discharged (in kilolitres) 0.00 Kl 0.00 Kl Note: Indicate if any independent assessment/evaluation/assurance has been carried out by an external agency?,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0271,jsw,2025,BRSR,"Yes, we have also adopted a range of measures for water security for us as well as communities in and around us that includes improving water consumption efficiency, increased recycling of treated waste water to reduce fresh water intake, selection of advanced water treatment technologies, sustained Zero Liquid Discharge for all plants and also rainwater harvesting, integrated watershed management projects beyond the fence.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0272,jsw,2025,BRSR,Please provide details of air emissions (other than GHG emissions) by the entity: Current Financial Year Previous Financial Year NOx 1.15 Kg/tcs 1.19 Kg/tcs SOx 1.66 Kg/tcs 1.66 Kg/tcs Particulate matter (PM),model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0273,jsw,2025,BRSR,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) and its intensity: Current Financial Year Previous Financial Year Total Scope 1 emissions (Break-up of the GHG into CO , CH , N O, HFCs, Ton CO 5,31,00,751.63 5,21,06,566.00 PFCs, SF , NF , if available) Total Scope 2 emissions (Break-up of the GHG into CO , CH , N O, HFCs, Ton CO 16,53,056.65 10,61,079.00 PFCs, SF , NF , if available) Total Scope 1 and Scope 2 emissions per rupee of turnover (Total Scope 1 and Scope 2 GHG emissions/Revenue from operations)",model,S,0.5261,S,0.0,"vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[,751|,566|,056|,079]; target_year=0.00[NONE]",,,,Y
S0274,jsw,2025,BRSR,Ton CO /I 0.00004356 0.00003979 Total Scope 1 and Scope 2 emissions intensity per rupee of turnover Ton CO /USD 0.00090008 0.000891 adjusted for Purchasing Power Parity (PPP),model,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,Y
S0275,jsw,2025,BRSR,(Total Scope 1 and Scope 2 GHG emissions/Revenue from operations adjusted for PPP),model,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,Y
S0276,jsw,2025,BRSR,Total Scope 1 and Scope 2 emissions intensity in terms of physical outputTon,model,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,Y
S0277,jsw,2025,BRSR,2.436 2.44 Total Scope 1 and Scope 2 emissions intensity (optional) – the relevant metric may be selected by the entity Note: Indicate if any independent assessment/evaluation/assurance has been carried out by an external agency?,model,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,Y
S0278,jsw,2025,BRSR,Does the entity have any project related to reducing greenhouse gas emission?,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0279,jsw,2025,BRSR,We have set ourselves an ambitious CO emission reduction target of 42% reduction over a base year of 2005 till 2030.,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0280,jsw,2025,BRSR,Our roadmap to 2030 includes – a) Focus on Energy and Process Efficiency b) Energy Transition for De-carbonisation c) Improving the raw material quality d),manual,V,1.00,V,0.6,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],V,2,QA conflict resolution,N
S0281,jsw,2025,BRSR,This has helped reduce GHG and also plastic menace.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0282,jsw,2025,BRSR,We are also collaborating with various technology and engineering companies to explore and evaluate various Carbon Capture Utilization and Storage (CCUS) options and their applications.,model,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,Y
S0283,jsw,2025,BRSR,We are accelerating our Renewable energy uses into steel making.,model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0284,jsw,2025,BRSR,Currently we are already using RE power from 225 MW Solar plant and partly from 600 MW wind power plant which is under commissioning.,model,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[solar plant|mw solar|mw wind],,,,Y
S0285,jsw,2025,BRSR,"Tonne/I 0.00001138 Tonnes/I Waste intensity per rupee of turnover adjusted for Purchasing Power Parity (PPP) (Total 0.000314 Tonnes/USD 0.000255 Tonnes/USD waste generated/Revenue from operations adjusted for PPP) Waste intensity in terms of physical output 0.850 Metric tonnes/ 0.70 Metric tonnes/ Metric tonnes of Metric tonnes of production production Waste intensity (optional) – the relevant metric may be selected by the entity For each category of waste generated, total waste recovered through recycling, re-using or other recovery operations (in metric tonnes)",model,V,0.6099,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,N
S0286,jsw,2025,BRSR,"Category of waste (i) Recycled 1,65,46,749.8412 Tonne 1,50,76,412.0000 Tonne (ii) Re-used 0.00 Tonne 0.00 Tonne (iii) Other recovery operations 0.0000 Tonne 0.0000 Tonne Total 1,65,46,749.85 Tonne 1,50,76,412.00 Tonne",model,V,0.5678,S,0.0,"vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[tonne|,749|,412]; target_year=0.00[NONE]",,,,N
S0287,jsw,2025,BRSR,"The fly ash generated from the company’s power plants is repurposed for brick manufacturing, while tar produced in the coke ovens is supplied to the carbon black industry.",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0288,jsw,2025,BRSR,"Waste gases from production units are efficiently recovered and reused internally for heating and electricity generation, enhancing overall energy efficiency.",model,V,0.6304,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0289,jsw,2025,BRSR,"Through these integrated and forward-thinking practices, JSW Steel demonstrates a strong commitment to sustainable waste management and resource circularity, reinforcing its role as a leader in environmental stewardship through industrial innovation.",model,V,0.5727,S,0.504,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,,,N
S0290,jsw,2025,BRSR,"If the entity has operations/offices in/around ecologically sensitive areas (such as national parks, wildlife sanctuaries, biosphere reserves, wetlands, biodiversity hotspots, forests, coastal regulation zones, etc.) where environmental approvals/clearances are required, please specify details in the following format:",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0291,jsw,2025,BRSR,"Is the entity compliant with the applicable environmental law/regulations/guidelines in India; such as the Water (prevention and control of pollution) Act, Air (prevention and control of pollution) Act, Environment Protection Act, and rules there under (Y/N).",model,V,0.5690,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0292,jsw,2025,BRSR,"Water withdrawal, consumption and discharge in areas of water stress (in kilolitres): For each facility/plant located in areas of water stress, provide the following information: i. Name of the area : Vijayanagar, Salem, Raigarh, Karnataka Mines ii.",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
S0293,jsw,2025,BRSR,"Water withdrawal, consumption and discharge in the following format: Current Financial Year Previous Financial Year Water withdrawal by source (in kilolitres) (i) Surface water 59303549.05 Kl 55245020.00 Kl (ii) Groundwater 118140.00",model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0294,jsw,2025,BRSR,32105186.16 Kl 29934640.00 Kl Water intensity per rupee of turnover (Water consumed/turnover) 0.00002554 Kl/I 0.00002240 Kl/I Water intensity (optional) – the relevant metric may be selected by the entity Current Financial Year Previous Financial Year Water discharge by destination and level of treatment (in kilolitres) (i) Into Surface water No treatment 0.00 Kl 0.00 Kl With treatment – please specify level of treatment 0.00,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0295,jsw,2025,BRSR,No treatment 0.00 Kl 0.00 Kl With treatment – please specify level of treatment 0.00 Kl 0.00 Kl Total water discharged (in kilolitres) 0.00 Kl 0.00 Kl Source-India water tool 3.0 for water stress area details.,model,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,,,Y
S0296,jsw,2025,BRSR,"Please provide details of total Scope 3 emissions & their intensity: Current Financial Year Previous Financial Year Total Scope 3 emissions (Break-up of the GHG into CO , CH , N O, HFCs, Ton CO 8693479.00 6967897.00 PFCs, SF , NF , if available) Total Scope 3 emissions per rupee of turnover Ton CO /I 0.00000691 0.00000521 Total Scope 3 emission intensity (optional) – the relevant metric may be selected by the entity Note:",model,V,0.5541,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,,,N
