sentence_id,company,year,report_type,sentence_text,label,confidence,llm_label,llm_gw_risk,llm_top_features,kee_label,kee_notes
S0307,jsw,2025,BRSR,"The implementation by the European Union and the second phase of the modernisation of Baytown Government of India's initiatives to bring down carbon plate mill will allow JSW Steel (USA) Inc. to supply emission in the Steel industry and support it reach net plate for applications including heavy plates for zero by 2070 are likely to develop a global market for pressure vessels, bridges, mining and agricultural green steel.",V,0.5496,S,0.459,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[jsw steel|gri],,
S0314,jsw,2025,BRSR,"The total purchase consideration emissions, Biodiversity, Local considerations, Human for the transaction (including closing adjustments) rights, Indigenous people, Cultural heritage, Business is I4,159 crore.",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0319,jsw,2025,BRSR,"By embedding R&D into its towards climate change mitigation by reducing its CO sustainability strategy, JSW Steel is not only addressing 2 emission intensity by 30% from its base year of 2005 in environmental risks but also positioning itself as a FY 25.",V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0322,jsw,2025,BRSR,Board has already approved 2.5GW of RE capacity installation combined with 320MWh of battery storage (such as fugitive emissions) pollution.,V,0.5259,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0325,jsw,2025,BRSR,The The Company has achieved a specific water Maximised Emission Reduction of Sintering (MEROS) consumption level of 2.35 m3/tcs in FY 25 and has with Waste Gas Recirculation (WGR) System at Dolvi set a target of achieving specific water consumption and Vijayanagar is designed as a special bag filter (in steel production) of 2.21 m3/tcs by 2030.,V,0.5242,S,0.133,vague_adj_ratio=0.00[NONE]; specific_tech=1.00[vijayanagar|dolvi]; verb_strength=0.85[achieved],,
S0332,jsw,2025,BRSR,"The Report which forms a part of the Annual Report, along with all the related  Carbon Disclosure Project (CDP) policies, can also be viewed on the Company’s website:  Principles under United Nations Global Compact https://www.jswsteel.in/investors/jsw-steel-financials- (UNGC) annual-reports. ",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0339,tata,2019,BRR,"GHG emission intensity Zero effluent discharge by 2025 Sustain LD slag utilisation at 100% Ensure no net loss of biodiversity at our mining locations Rain Water Harvesting, Noamundi Iron Mine NATURAL CAPITAL (Continued)",V,0.5145,S,0.242,specific_tech=0.00[NONE]; verb_strength=0.15[ensure]; vague_adj_ratio=0.18[ensure],,
S0341,tata,2019,BRR,The steel industry contributes to about 6-8% of global emission and is considered to be a ‘hard to abate sector’ since carbon is used as a reductant in the steelmaking process and low carbon steelmaking technologies are yet to be commercialised.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0342,tata,2019,BRR,"Cognisant of India’s commitment and the sectoral requirements, Tata Steel has set an aspirational goal of <2 tCO/tcs emission by 2025.",V,0.5122,S,0.267,vague_adj_ratio=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.10[NONE],,
S0343,tata,2019,BRR,"Over the years, the adoption of best available technologies for waste heat recovery such as Top Recovery Turbine (TRT), Coke Dry Quenching (CDQ), use of by-product gases in power generation and other energy efficiency initiatives have resulted in improving resource efficiency as well as reducing carbon footprint.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0345,tata,2019,BRR,A benchmark for the industry Tata Steel Jamshedpur is the Indian benchmark for CO emission intensity at 2.29 tCO/tcs and energy intensity at 5.67 GCal/tcs for steel production through Blast Furnace - Basic Oxygen Furnace (BF-BOF) route.,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0346,tata,2019,BRR,Some such • Carbon Capture and Use (CCU) at Tata Steel Jamshedpur and at the Ferro-Chrome plant at Bamnipal •,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0351,tata,2019,BRR,Scope 1 21.10 21.02 25.53 26.52 Scope 1.1 2.27 2.31 3.69 3.96 Scope 2 0.72 0.74 1.11 1.17 Scope 3 -1.08 -1.19 -2.21 -1.99 Overall 23.02 22.89 28.11 29.66 Europe (incl.,V,0.5391,N,0.0,quantifier_count=0.00[NONE]; verb_strength=0.05[NONE]; vague_adj_ratio=0.00[NONE],,
S0358,tata,2019,BRR,This could reduce carbon emission by 50-60% as compared to traditional steel production.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0361,tata,2020,BRR,"2,52,681 Natural Capital ‐ TSJ - Energy intensity (Gcal/tcs) 5.63 ‐ TSK - Energy intensity (Gcal/tcs) 6.27 ‐ TSL - Specific water consumption (m3/tcs)",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0375,tata,2020,BRR,The facility produced over 10 MnT CO emission and energy intensity.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0379,tata,2020,BRR,"Our Strategy Strategic Review Statutory Reports Financial Statements 02 20 28 46 84 206 Strategic linkage Material issues addressed ‐ CO emission ‐ Achieve <2 tCO/tcs GHG emission ‐ Water consumption and effluent discharge intensity by 2025 ‐ Waste management ‐ Achieve specific water consumption ‐ Renewable and clean energy <3 m3/tcs by 2025 ‐ Biodiversity ‐ Sustain LD slag utilisation at 100% ‐ Energy efficiency ‐ Ensure no net loss of biodiversity at ‐ Air pollution our mining locations ‐ Circular economy ‐ Supply chain sustainability SO2 - Consolidate position as a global cost leader SO4 - Industry leadership in Corporate Social Responsibility, and Safety, Health and Environment",S,0.5347,S,0.041,quantifier_count=1.00[100%|m3|by 2025]; vague_adj_ratio=0.07[ensure]; verb_strength=0.15[ensure],,
S0381,tata,2020,BRR,"We aspire to take our carbon integrated steel operations at Jamshedpur Jamshedpur unit is in the midst of the emissions to <2 tCO/tcs for our and Kalinganagar abated 0.5 MnT of CO by city, our efforts in upgrading air pollution India operations, attain zero waste and implementing process improvements and control equipment and better environment reduce specific water consumption to energy conservation projects.",V,0.5457,S,0.4,target_year=0.00[NONE]; specific_tech=1.00[jamshedpur|kalinganagar]; verb_strength=0.15[aspire],,
S0382,tata,2020,BRR,in dust emission since FY 2016-17.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0383,tata,2020,BRR,"With the The R&D team is collaborating with crude steel production ramping up to We continue our pursuit of establishing technology companies and academia to best-in-class facilities and constantly invest work on a wide range of technologies, which operations of pollution control system have to upgrade manufacturing and distribution includes carbon capture, use and storage resulted in a 56% reduction in dust emissions facilities to improve operational and (CCUS), hydrogen-based steelmaking and new from the first year of operations in FY 2016-17.",S,0.5044,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[ccus|carbon capture],,
S0396,tata,2020,BRR,Scope 2 0.74 1.11 1.17 1.17 1.08 CIRCULAR ECONOMY Scope 3 -1.19 -2.21 -1.99 -1.81 -1.75 Steel has a unique property of being infinitely Overall 22.89 28.11 29.66 31.03 30.39 recyclable with some risk of downcycling.,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0397,tata,2020,BRR,"Emissions based on CO2 data collection user guide, version 9, World Steel Association Primarily, the Electric Arc Furnace (EAF) method for steelmaking, with lower carbon footprint, is used for re-melting of steel.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0400,tata,2020,BRR,"9.39 6.49 9.69 001 #Defined as amount of nitrogen oxides (in kilograms) emitted from stacks for producing one ton of crude steel ##Defined as amount of sulphur oxides (in kilograms) emitted from stacks for producing one ton of crude steel *Defined as freshwater consumption per tonne of crude steel produced (at TSK, water loss at clarifier is excluded in the calculation) $ Defined as effluent discharged (in cubic metres) from operational premises for producing one ton of crude steel @Defined as amount of solid waste used internally or externally + sold outside as a percentage of total solid waste generation Corporate Overview Performance Review Our Strategy Strategic Review Statutory Reports Financial Statements 02 20 28 46 84 206 Social and relationship capital Co-creating a shared future At Tata Steel, we believe a successful business is built on FY 2019-20 Highlights time-tested relationships based on mutual trust, respect and benefits.",V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0402,tata,2021,BRR,Reduction in specific fresh water Reduction in stack dust emission consumption since FY 2016-17 intensity since FY 2016-17 Impact on SDGs Rated ‘A-’ (Leadership band) for Climate Change and Supply Chain disclosure in CDP 2020,V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0403,tata,2021,BRR,Governance Snapshot Tata Steel and Materiality Reports Statements Strategic linkage Key #CombatCo2v02i5d G1o9a lsinitiatives in FY21 2030 Goals Climate change Achieve CO emission intensity of <2 tCO /tcs for Achieve CO emission intensity of <1.8 tCO/tcs Tata Steel India for Tata Steel India Water Achieve specific freshwater consumption of » Achieve specific freshwater consumption of 2 m3/tcs across all steelmaking sites <1.5 m3/tcs across all steel making sites » Aim for water neutrality Circular economy Achieve material efficiency of 99% at all » Sustain material efficiency at 100% at all steelmaking sites steelmaking sites » Increase IBMD EBITDA by 2.4 times over 2020 » Build recycling business in steel and other materials (>5 MnTPA) Biodiversity Develop and implement Biodiversity Aspire for no net loss of biodiversity Management Plans (BMPs) for all operations sites (including raw material locations),V,0.5039,S,0.059,quantifier_count=1.00[99%|100%|m3|mnt]; target_year=0.00[NONE]; vague_adj_ratio=0.10[aim|aspire],,
S0404,tata,2021,BRR,"Dust emission Achieve specific dust emission intensity of Achieve benchmark dust emission intensity by 0.4 kg/tcs for Tata Steel India adopting best available technology Supply chain Coverage of 100% critical supply chain partners Integrate ESG performance of partners in for ESG risk assessment and collaborate for procurement decision-making risk mitigation Product Cover 100% of steelmaking and downstream Disclose environment performance of 100% sites under Life Cycle Assessment of products ResponsibleSteelTM Certification of all steelmaking sites - Material issues addressed » CO emission » Renewable and clean energy » Circular economy » Water consumption and effluent » Biodiversity » Supply chain sustainability » Energy efficiency » Waste management » Air pollution Our approach to managing natural capital We focus on operational excellence through our ‘Prevent, is underpinned by our strategies on low Minimise, Recover, Reuse and Recycle’ approach.",V,0.5415,S,0.293,target_year=0.00[NONE]; vague_adj_ratio=0.04[focus on]; verb_strength=0.15[focus on],,
S0410,tata,2021,BRR,"Our continuous efforts for reducing stack emission During FY 2020-21, a comparative LCA study was load has resulted in the reduction of dust emission carried out between our HabiNest structure and a intensity by 34% and 62% since FY 2016-17 at TSJ and similar type of conventional structure.",V,0.5042,S,0.0,vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[34%|62%|fy 2020|fy 2016]; target_year=0.00[NONE],,
S0411,tata,2021,BRR,Performance About Stakeholders Statutory Financial Leadership Strategy Capitals Governance Snapshot Tata Steel and Materiality Reports Statements GHG management Jamshedpur Works GHG emissions from Indian steelmaking operations (million tCO2),V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0412,tata,2021,BRR,Steelmaking Sites Scope FY17 FY18 FY19 FY20 FY21 Tata Steel Limited (TSJ+TSK) Scope 1 25.53 26.52 27.14 26.53 24.84 Scope 1.1 3.69 3.96 4.53 4.53 4.51 Scope 2 1.11 1.17 1.17 1.08 0.95 Scope 3 (2.21) (1.99) (1.81) (1.75) (1.98),V,0.5391,N,0.0,quantifier_count=0.00[NONE]; verb_strength=0.05[NONE]; vague_adj_ratio=0.00[NONE],,
S0418,tata,2021,BRR,Renewable energy projects with a combined improvement of resource efficiency as well as reduction potential of ~150 MW have been initiated based on a of carbon footprint.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0423,tata,2021,BRR,"advances coupled with adoption Specific fresh water consumption of of best practices, such as reusing TSJ (2.25 m3/tcs in FY 2020-21, of treated town sewage water for excluding drinking water industrial purpose at Jamshedpur consumption) is one of the lowest works, recycling of industrial effluent in the steel industry in India.",V,0.5108,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0424,tata,2021,BRR,"In our at all sites and recovery of storm pursuit to make Jamshedpur the first runoff water at Kalinganagar works city in India to achieve zero sewage has enabled reduction of specific fresh discharge into the river, two Sewage water consumption by 41% and 46% Treatment Plants (STPs) with capacity at TSJ and TSK, respectively since of 45 million litres per day (MLD) FY 2016-17.",S,0.5261,S,0.0,vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[41%|46%|million|fy 2016]; target_year=0.00[NONE],,
S0426,tata,2021,BRR,"Primarily, the Electric Arc Furnace (EAF) method for steelmaking, with lower carbon footprint, is used for re-melting of steel.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0436,tata,2022,BRSR,Solid waste utilisation Steel producer to join Sea Cargo Charter to reduce Scope 3 emission Coal Bed Methane Injection trial in Blast Furnace First of its kind in the world MATERIAL ISSUES,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0442,tata,2022,BRSR,"continuous efforts have resulted in an reducing dependence on freshwater We maintain state-of-the-art accredited overall reduction of 29% in stack dust consumption, pollution control, laboratories for environmental emission intensity since FY 2017-18.",V,0.5259,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0445,tata,2022,BRSR,"Additionally, journey so far in minimising air emission establishing best-in-class facilities and JN Tata Park, West Bokaro we are conducting Source Apportionment studies in the The expected results of Roadmap Plus are mentioned below: steel plant and surrounding area (20-kilometer radius) to identify key sources of air pollution, their contribution to the overall ambient air quality in the region and thereby › By 2022, a 50% reduction in the emission of develop air quality management plans to improve the Polycyclic aromatic hydrocarbons (PAH) ambient air quality of Jamshedpur.",S,0.5119,S,0.18,vague_adj_ratio=0.08[plans to]; verb_strength=0.15[plans to]; quantifier_count=0.67[50%|by 2022],,
S0447,tata,2022,BRSR,"− Reduction of approximately 85% odour emissions experienced by the surrounding At our UK operations, we pursue targeted investment in environmental control technology to achieve reductions in our impact.",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0453,tata,2022,BRSR,"We are undertaking concrete actions in the short term, while continuing to invest in sustainable solutions to produce climate-neutral steel in Water management Water is a key material issue for Tata Steel as most of our operations in India are located near rivers (Jamshedpur Dust suppression at Noamundi Mine through water sprinkling and Gamharia plants near the Subarnarekha river, and Performance About Stakeholders Value Statutory Financial Snapshot Tata Steel Leadership Strategy and Materiality Creation Reports Statements Kalinganagar and Meramandali plants near Brahmani river).",V,0.5462,S,0.44,quantifier_count=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[jamshedpur|kalinganagar],,
S0458,tata,2022,BRSR,"To minimise the withdrawal of fresh water from rivers and to make Jamshedpur a zero-sewage discharge city, we are reusing the treated municipal wastewater from two sewage treatment plants (STPs) of 45 and 16 MLD (million litres per day) capacities into our operations.",V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0470,tata,2022,BRSR,"We have held streamline the construction of public sector buildings, such over 100 working sessions with our automotive Original as schools and health facilities, meeting the government’s Equipment Manufacturers (OEMs) and their customers in industrial strategy of reducing costs by a third, delivering recent years and have been able to develop jointly agreed buildings in half the time and with a 50% reduction in roadmaps for decarbonisation, circularity and responsible carbon emissions from the sector.",V,0.5409,S,0.314,target_year=0.00[NONE]; vague_adj_ratio=0.08[responsible]; verb_strength=0.10[NONE],,
S0472,tata,2022,BRSR,"vehicle range, coupled with high power and torque density, R&D building, Tata Steel Jamshedpur Works Envisioning a decarbonised future Iron and steel have been central to human development for making process through the Blast Furnace.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0476,tata,2022,BRSR,"As per International Energy Agency (IEA), the steel sector emits 2.6 Gt CO annually, which accounts for 7-9% of global sectors for GHG emissions because of hard-to-abate metallurgical coal being used as a reductant in the iron Climate Action Governance Board and Apex level Governance Operational level Governance At Tata Steel, climate action is an integral part of In 2018, a Centre of Excellence for GHG reduction and business strategy and risk management and is driven mitigation (cross-functional team with members from by the Company’s Board, with implementation through Operations, Technology and R&D, Sustainability, Finance an organisation-wide governance structure.",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0484,tata,2022,BRSR,"Based on global scenarios on technology, government policy, consumer behaviour and Company’s asset configuration, our decarbonisation strategy is set out in three-time horizons, as mentioned below: Short-term (by 2025): Shifts in business models › Entry into Steel Recycling Business to create a formal our Indian sites, plan to commission 11.8 MW of solar circular economy for steel in India; a 0.5 MnTPA scrap power plants by FY 2022-23 at our Thailand facilities processing unit (first shredding unit in India) was › Internal Carbon Pricing: To boost the carbon abatement commissioned in FY 2020-21 and multiple units across projects appraisal in India, we have increased the different regions are in the pipeline internal carbon pricing from US$15 to US$40/tonne COe › Utilisation of higher scrap charge in the steelmaking in FY 2021-22, which we plan to review in FY 2022-23 process in India › Tata Steel Nederland:",S,0.5027,S,0.0,vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[mw|mnt|fy 2022|fy 2020]; target_year=1.00[|fy],,
S0498,tata,2022,BRSR,"by 2030 Our CO reduction ambitions in Europe are in line with the European Commission’s proposals for new Climate Law that will enshrine in law a target of a 55% reduction in CO Our targets for the India business take into account India’s emissions by 2030 (compared to 1990), which will be a big growth ambitions, increasing steel consumption, evolving step for the EU becoming climate neutral by 2050.",S,0.5312,S,0.0,vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[55%|by 2030|by 2050]; specific_tech=0.00[NONE],,
S0499,tata,2022,BRSR,"The 360o marketing excavation and pre-engineering building segments campaign resulted in ~66% growth in retail product with 28% and 25% Y-o-Y growth respectively and offerings in FY 2021-22 expanded its presence in niche segments comprising solar, transmission towers, crash barriers and › Nest-In: Nest-In deploys various approaches to water pipelines engage with customers at all stages of the customer life cycle.",S,0.5110,S,0.0,vague_adj_ratio=0.00[NONE]; quantifier_count=1.00[66%|28%|25%|fy 2021]; target_year=0.00[NONE],,
S0500,tata,2022,BRSR,"Tata Steel is one of the few companies to measure end-to-end Scope 3 emissions in all modes of transportation, giving it an equal focus as Scope 1 and Scope 2 emissions.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0506,tata,2022,BRSR,"Integration of ESG performance of supply chain partners in procurement decision-making has been planned through Implementation of Green Procurement Framework in FY 2022-23 with key raw material suppliers and focussed projects on reducing carbon footprint Pioneered the use of EVs for steel transportation Caring for the community For over a century, Tata Steel has been serving the marginalised and voiceless sections of the community across more than 4,500 villages in nine districts of Jharkhand and Odisha.",V,0.5353,S,0.185,target_year=0.00[NONE]; specific_tech=0.00[NONE]; vague_adj_ratio=0.09[green],,
S0508,tata,2022,BRSR,"Tata Steel Standalone - Jamshedpur, Kalinganagar, Absolute emissions -Scope 1+1.1 MnT 30.5 31.7 31.1 29.4 46.2 Absolute emissions - Scope 2 MnT 1.2 1.2 1.1 1.0 1.7 Absolute emissions - Scope 3 MnT",V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[jamshedpur|kalinganagar|scope 1],,
S0509,tata,2022,BRSR,-2.0 -1.8 -1.8 -2.0 -3.2 Total absolute emissions (Scope 1+1.1+2 + 3) MnT 29.7 31 30.4 28.3 44.7 CO emissions intensity tCO/tcs 2.37 2.35 2.31 2.32 2.43 Tata Steel Long Products Limited - Gamharia Absolute emissions - Scope 1 MnT - - 3.0 3.1 3.2 Absolute emissions - Scope 2 MnT - - 0.0 0.0 0.0 Absolute emissions - Scope 3 MnT -,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[scope 1|scope 2|scope 3],,
S0510,tata,2022,BRSR,- -0.3 -0.4 -0.3 Total absolute emissions (Scope 1 +2 + 3) MnT - - 2.7 2.8 3.0 CO emissions intensity tCO/tcs - - 4.52 4.29 4.39 Absolute emissions - Scope 1 MnT 7.0 6.4 7.1 6.5 6.9 Absolute emissions - Scope 2 MnT 0.5 0.4 0.4 0.3 0.4 Absolute emissions - Scope 3 MnT 0.6 0.5 0.5 0.5 0.4 Total absolute emissions (Scope 1 +2 + 3) MnT 8.1 7.4 8.0 7.3 7.7 CO emissions intensity (Port Talbot) tCO/tcs 2.18 2.21 2.22 2.14 2.16 Tata Steel Netherlands Absolute emissions - Scope 1+1.1 MnT 13 12 12 11 12 Absolute emissions - Scope 2 MnT (0.15) (0.18) (0.13) (0.06) (0.10) Absolute emissions - Scope 3 MnT 0.08 0.15 0.16 0.17 0.27,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[port talbot|scope 1|scope 2],,
S0511,tata,2022,BRSR,Absolute emissions - Scope 1 MnT - - - 66.0 75.7 Absolute emissions - Scope 2 MnT - - - 4.8 5.6 Absolute emissions - Scope 3 MnT - - - 12.6 11.9 Total absolute emissions (Scope 1 +2 + 3) MnT - - - 83.4 93.2 * worldsteel methodology allows credits due to export to various co-products / byproducts (incl.,V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[scope 1|scope 2|scope 3],,
S0514,tata,2022,BRSR,"Consolidated emissions of Tata Steel has been arrived at by using equity based approach For TSJ, TSK and TSM, Absolute Scope 1 emissions are 46.7 MntCO2e, Absolute Scope 2 emissions are 4.4 MntCO2e, Absolute Scope 3 emissions are 1.5 MntCO2e.",V,0.5174,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=1.00[tco2|tco2e|scope 1],,
S0523,tata,2023,BRSR,"has adopted policies intended to help Specific dust load is the key it become the international benchmark Steel, with a resource-intensive environment performance indicator in stack dust emission by 2030 and is manufacturing process, generates for Tata Steel and at all our operating currently developing strategies and emissions and effluents, impacting sites and we have the necessary conducting feasibility studies, as below: the nature.",V,0.5273,S,0.327,specific_tech=0.00[NONE]; vague_adj_ratio=0.10[intended]; verb_strength=0.15[intend|intended],,
S0528,tata,2023,BRSR,pursuit of establishing best- at a level that is lower by 50% to Tata Steel Nederland’s nitrogen 80% than the prevailing prescribed oxide emissions have already been in-class facilities and ensure norms.,V,0.5498,S,0.242,target_year=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.15[ensure],,
S0529,tata,2023,BRSR,"up a new DeNOx installation at the Pelletising Plant, which is part of Tata Steel Nederland’s multi-year Roadmap+ 67% investments of c. €300M. The DeNOx installation is expected to reduce Tata Steel’s total nitrogen oxide emissions Estimated reduction at IJmuiden by c. 30%, compared to 2019, upon commissioning in 2025.",V,0.5108,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0530,tata,2023,BRSR,"in specific stack dust As part of the Pellet Plant, Tata Steel emissions since FY2004-05 has introduced a new technology that has not yet been applied on this scale at Tata Steel Limited.",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0533,tata,2023,BRSR,"We reuse the treated steel industry benchmark in specific for cooling, dust suppression, cleaning, effluents for low-end applications like freshwater consumption to less than temperature control (heat treatment), coke quenching, blast furnace slag 1.50 m3/tonne of crude steel by 2030 transport of waste materials (ash, granulation, steel slag quenching, for its Indian operations.",S,0.5247,S,0.133,vague_adj_ratio=0.00[NONE]; verb_strength=0.10[NONE]; quantifier_count=0.67[m3|by 2030],,
S0534,tata,2023,BRSR,"Our European Major initiatives taken by Tata Steel Initiatives to achieve the goal include operations are based out of coastal (in India) in FY2022-23 to minimise its enhancing recovery recycling reuse of locations and have access to adequate specific freshwater consumption and wastewater, eliminating losses in the water supply.",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0535,tata,2023,BRSR,"reduction of effluent discharge include: processes, adopting dry process like Tata Steel is looking to minimise − Enhancing water recovery through gas cleaning plant in the blast furnaces fresh water withdrawal from rivers augmentation of Central Effluent and steel melting shops, process-level while maximising the recycling of Treatment Plant from 4 million benchmarking and improvements and treated waste effluents within the gallons per day (MGD) to 9 MGD at enhancing rainwater harvesting.",V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0543,tata,2023,BRSR,"It is a step aligned All local authorities now collect steel to the Company’s goal of achieving Net packaging at the kerbside, contributing Zero carbon emission by 2045.",V,0.5122,S,0.267,vague_adj_ratio=0.00[NONE]; specific_tech=0.00[NONE]; verb_strength=0.10[NONE],,
S0551,tata,2023,BRSR,"i 2 n reducing Scope 3 12,000 tonnes of used refractories.",V,0.5108,S,0.133,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0553,tata,2023,BRSR,Tata Steel Halmstad and Naantali Service Centres in Sweden and Finland respectively are already Supply chain sustainability fully Scope 1 and Scope 2 carbon neutral operations.,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0561,tata,2023,BRSR,Company is currently working on the 70% of global production is through A number of the potential pathway towards its Net Zero target the blast furnace route which relies on technology solutions are being as it evaluates investment priorities coal.,V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
S0565,tata,2023,BRSR,"In the FY 2022-23 (Global financial markets to price climate route but consumes more electricity Comment), the Company adopted the change related risks to support and is not yet able to produce the entire target to be net zero across its entire informed, efficient capital-allocation range of value-added grades of steel.",V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0568,tata,2023,BRSR,"The Board has constituted disclosures, and members from both Scope 1, Scope 2, and, if appropriate, specific committees (including financial and non-financial companies Scope 3 emissions.",V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0573,tata,2023,BRSR,framework of transition to low carbon 40 MnTPA.,V,0.5475,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; specific_tech=0.00[NONE],,
S0578,tata,2023,BRSR,neighbours Tata Steel’s Kalinganagar substitution of carbon in blast furnaces 3.,V,0.5391,S,0.4,vague_adj_ratio=0.00[NONE]; quantifier_count=0.00[NONE]; target_year=0.00[NONE],,
S0581,tata,2023,BRSR,Piloting new technologies in Tata Steel operates 1 MnTPA of EAF first step towards creating an economic partnership with academia on technology to produce speciality framework and the foundation for the pilot projects which are currently long products at its Gamharia site in investment thesis for de-carbonisation.,V,0.5325,S,0.267,vague_adj_ratio=0.00[NONE]; target_year=0.00[NONE]; verb_strength=0.10[NONE],,
